Turns,level,HITtype_ID,Worker_ID,Dialogueacts,Responses
51,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3GNQDFPZALU92,Answer.elaboration,"Sure, ski resort. Or Santa's compound type of an area. Or like Ice Station Zebra, like a remote research base in a distant frozen location. Yeah, the snow gives you a ton of options."
,,,,,
51,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,"Yea, sometimes snow can be extremely pretty and relaxing."
,,,,,
52,0,---,---,prompt,I love walking along the beach.
,,,,,
52,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
52,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
52,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"When winter comes, you can decorate your backyard to look like a ski resort! No sand required for that."
,,,,,
52,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3GNQDFPZALU92,Answer.joking,"Yeah, gee, I guess you could. And you could always dress your garage up to look like a mental hospital and check yourself in for observation. Just make sure to tell the doctors that you like to pretend your backyard is a ski resort. They'll rush you right in, I'm sure."
,,,,,
52,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.joking,Are you trying to tell me something? I assure you that I am completely sane most of the time. That changes when I'm equipped with spaghettios.
,,,,,
53,0,---,---,prompt,I love walking along the beach.
,,,,,
53,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
53,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
53,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.
,,,,,
53,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.change,"I do love when I can take stuff home from the beach too. One beach I was at sold tropical plants we could bring home, and it was so much more authentic than a generic beach scene."
,,,,,
53,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,I just love being at the beach.
,,,,,
54,0,---,---,prompt,I love walking along the beach.
,,,,,
54,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
54,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
54,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.
,,,,,
54,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.continuation,"Yeah, it's hard to remember all the exact rules of each beach. But I appreciate how much beaches work to preserve their beauty, especially those in national parks."
,,,,,
54,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3MDIA7JN82PF,Answer.continuation,"Oh I love the beaches in national parks. Acadia National Park in Maine has some amazing beaches, right by the mountains. It has all the restful things in one place."
,,,,,
55,0,---,---,prompt,I love walking along the beach.
,,,,,
55,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
55,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
55,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.
,,,,,
55,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.elaboration,"I wonder why exactly it's illegal. I mean, it's not like the seashells are being used anymore."
,,,,,
55,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,Sometimes things that are illegal are questionable.
,,,,,
56,0,---,---,prompt,I love walking along the beach.
,,,,,
56,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
56,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.change,Oh yeah. It's like you take some of the beach home with you!
,,,,,
56,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,If you get enough stuff you could even use it to make a beach scene in your backyard. Just don't take anything illegal. In some places it's illegal to take seashells.
,,,,,
56,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3MDIA7JN82PF,Answer.joking,"I dropped a seashell in my bag by accident once when I was at the beach, and I panicked as I was leaving when I noticed it, and I had to frantically run and put it back. The lifeguards were laughing so hard."
,,,,,
56,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.joking,I bet they thought you were a real criminal!
,,,,,
57,0,---,---,prompt,I love walking along the beach.
,,,,,
57,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
57,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
57,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand."
,,,,,
57,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.change,I've always been pretty comfortable giving speeches. The experience doesn't fill me with as much anxiety as it does for some people.
,,,,,
57,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,I just like talking to people.
,,,,,
58,0,---,---,prompt,I love walking along the beach.
,,,,,
58,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
58,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
58,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand."
,,,,,
58,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.continuation,I feel for people with allergies. It's hard to hide from something that you're allergic to when it's in the air everywhere.
,,,,,
58,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,"Yea, I do not enjoy sneezing all the time."
,,,,,
59,0,---,---,prompt,I love walking along the beach.
,,,,,
59,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
59,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
59,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.change,"Although this time of year, getting stuff in your eye can be a big problem. Do you suffer from hay fever? Pollen, now that's a killer. And I'll be there's more pollen in this world than grains of sand."
,,,,,
59,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,And don't you hate it when you have to give a speech and your nose is clogged and you end up sounding like donold duck?
,,,,,
59,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.elaboration,I'm terribly allergic to pollen. I get stuffed up every year.
,,,,,
60,0,---,---,prompt,I love walking along the beach.
,,,,,
60,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
60,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
60,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,I don't like it when people dig holes and don't fill them in though. They're a great way to sprain your ankle.
,,,,,
60,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.change,Breaking a bone is an unforgettable experience for sure. That's one of those pains that you just can't forget.
,,,,,
60,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3MDIA7JN82PF,Answer.joking,"It's a wonderful memory, that's why you can't forget!"
,,,,,
61,0,---,---,prompt,I love walking along the beach.
,,,,,
61,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
61,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
61,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,I don't like it when people dig holes and don't fill them in though. They're a great way to sprain your ankle.
,,,,,
61,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.continuation,Sometimes I'm so civic minded that I'll go ahead and fill them in. Nothing is more awkward than to be on your hands and knees as an adult covering over some childs sandcastle.
,,,,,
61,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.change,"Speaking of holes, these moles keep digging in my backyard. It's driving me nuts."
,,,,,
62,0,---,---,prompt,I love walking along the beach.
,,,,,
62,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
62,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
62,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,In the sand is also a nice place to get romantic.
,,,,,
62,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.change,I like romantic movies but I hate when I end up crying. Nothing feels more silly on a first date!
,,,,,
62,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,"I just hate crying at movies too, but sometimes its hard not to."
,,,,,
63,0,---,---,prompt,I love walking along the beach.
,,,,,
63,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
63,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
63,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,In the sand is also a nice place to get romantic.
,,,,,
63,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.continuation,Romantic evenings on the beach are a great way to feel connected and passionate. Sitting on the sand under the stars is enchanting.
,,,,,
63,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A28Q542MWCTS8H,Answer.elaboration,"I agree, or watching the sunset over the ocean is also very romantic."
,,,,,
64,0,---,---,prompt,I love walking along the beach.
,,,,,
64,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
64,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
64,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,In the sand is also a nice place to get romantic.
,,,,,
64,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,Some of my best romantic memories are beach picnics.
,,,,,
64,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3OWGVIP4VYSPV,Answer.joking,Sand in my clothes doesn't strike me as too romantic.
,,,,,
65,0,---,---,prompt,I love walking along the beach.
,,,,,
65,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
65,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
65,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,In the sand is also a nice place to get romantic.
,,,,,
65,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.joking,It's unfortunate but all the fairy tale scenes that we laugh at in movies speak to us as people. I think that no matter how much you might claim that romantic movies aren't for you that everyone enjoys it when those situations actually happen.
,,,,,
65,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,"Yea, I love my wife."
,,,,,
66,0,---,---,prompt,I love walking along the beach.
,,,,,
66,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
66,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
66,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.elaboration,I went to the beach on saturday. There was this kid who built an amazing sand castle
,,,,,
66,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3T71W88062DB7,Answer.change,"It's going to rain tomorrow I heard, so they'll be gone."
,,,,,
66,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3OWGVIP4VYSPV,Answer.continuation,I always hated making a great castle only to see it ruined. I used to get pictures of them at least.
,,,,,
67,0,---,---,prompt,I love walking along the beach.
,,,,,
67,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
67,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
67,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.elaboration,I went to the beach on saturday. There was this kid who built an amazing sand castle
,,,,,
67,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A3T71W88062DB7,Answer.continuation,I have seen some talented creations made of sand that even involved seashells.
,,,,,
67,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.elaboration,I remember trying to build sand castles as a kid and they just turned out as wet lumps. I don't know how they do it.
,,,,,
68,0,---,---,prompt,I love walking along the beach.
,,,,,
68,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
68,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Sand is interesting; There's so much of it, and we don't even notice it unless there's a lot of it in one place."
,,,,,
68,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2C27YTQSQ1GXS,Answer.joking,Heck getting sand in your feet is the best part
,,,,,
68,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.change,I prefer to take long walks on the beach with sandles. Running on the beach is a really good workout because of the resistance of the sand.
,,,,,
68,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.joking,"Yea, I love running, but not moving."
,,,,,
69,0,---,---,prompt,I love walking along the beach.
,,,,,
69,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
69,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
69,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,"Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience."
,,,,,
69,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,ANX59I05YJTNR,Answer.change,"Speaking of sunsets, have you ever seen the green flash? During perfect conditions, right before the sun completely sets, there's a bright green flash."
,,,,,
69,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,I love watching the sunset over my house.
,,,,,
70,0,---,---,prompt,I love walking along the beach.
,,,,,
70,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
70,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
70,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,"Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience."
,,,,,
70,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,ANX59I05YJTNR,Answer.continuation,Its one of the reasons why a lot of people get married on the beach.  The pictures are amazing: the couple's silhouette against crashing waves and white sand . . . it truly is something else.
,,,,,
70,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.continuation,"They say that all life began in the sea, I wonder if that has anything to do with why it seems so fascinating."
,,,,,
71,0,---,---,prompt,I love walking along the beach.
,,,,,
71,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
71,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
71,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,"Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience."
,,,,,
71,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,ANX59I05YJTNR,Answer.elaboration,"Not to mention being barefoot - sinking into the wet sand, makes you feel one with the earth."
,,,,,
71,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.elaboration,"Yea, I just love being able to sink in the dirt."
,,,,,
72,0,---,---,prompt,I love walking along the beach.
,,,,,
72,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
72,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
72,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,AE3CVK2OYA242,Answer.elaboration,"Every time I'm standing on the beach at sunset though, I see why people do it. Even with the sand in your stuff and on your clothes it's still a magical experience."
,,,,,
72,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,ANX59I05YJTNR,Answer.joking,You just have to make sure you don't sink too much or it's tough to get out!
,,,,,
72,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.joking,"Well, you get just spend the rest of your life in it."
,,,,,
73,0,---,---,prompt,I love walking along the beach.
,,,,,
73,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
73,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
73,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,"But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand."
,,,,,
73,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SI42A7JUSYHO,Answer.change,"By the way, are we still going to the  Cyndi Lauper concert next month?"
,,,,,
73,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,AJF954955YWZG,Answer.change,Actually I need to cancel that since I have surgery coming up. Sorry about that.
,,,,,
74,0,---,---,prompt,I love walking along the beach.
,,,,,
74,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
74,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
74,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,"But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand."
,,,,,
74,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SI42A7JUSYHO,Answer.continuation,Blowing up all those inflatable water toys sure can be a chore. I guess it keeps the ol' lungs healthy though and it sure beats having the kids sit in front of the tv all day.
,,,,,
74,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.continuation,"It sure is tiring to me, but its still fun."
,,,,,
75,0,---,---,prompt,I love walking along the beach.
,,,,,
75,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
75,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
75,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,"But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand."
,,,,,
75,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SI42A7JUSYHO,Answer.elaboration,"It does have its benefits though. We get a fabulous tan and  playing on the beach wears out the kids. By the time we get home, they are so tired and ready to hit the sack."
,,,,,
75,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2YE2I9DYV9OKW,Answer.elaboration,"Maybe, but it's such a production. Getting all that stuff in and out of the car gets me tired out, too!"
,,,,,
76,0,---,---,prompt,I love walking along the beach.
,,,,,
76,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
76,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
76,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2ZOM62DKMSWDK,Answer.elaboration,"But my kids love the beach, and the back seat gets filled with buckets and shovels and inflatable water toys. It's not just sand."
,,,,,
76,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SI42A7JUSYHO,Answer.joking,"You know what they say, "" Girls just want to have sun""."
,,,,,
76,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A3OWGVIP4VYSPV,Answer.joking,"Maybe you don't want to use it, though. Maybe the sand helps exfoliate your skin."
,,,,,
77,0,---,---,prompt,I love walking along the beach.
,,,,,
77,1,3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,A1SZ98O1SZSBCP,Answer.joking,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach."
,,,,,
77,2,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,A1R3MNDWBBDZ6L,Answer.continuation,"Yeah, I ""love"" having to vacuum my car."
,,,,,
77,3,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A18SEIIWQWLKHT,Answer.continuation,"I love vacuuming my car too, haha, but it's worth it for all the fun we've had."
,,,,,
77,4,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A2Y6D2NWD984V1,Answer.change,There never seems to be enough time to get away like there used to be.
,,,,,
77,5,3FKWIKNZF8II659Y8YV0Q733NAJE7C,A2L7S6RZOZ6NM9,Answer.change,I just wanna have time for sleep and food.
,,,,,
78,0,---,---,prompt,I love walking along the beach.
,,,,,
