HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HITTYPE_ID_level1,Input.HITTYPE_ID_level2,Input.HITTYPE_ID_level3,Input.HITTYPE_ID_level4,Input.WORKER_ID_level1,Input.WORKER_ID_level2,Input.WORKER_ID_level3,Input.WORKER_ID_level4,Input.Dialogueacts_level1,Input.Dialogueacts_level2,Input.Dialogueacts_level3,Input.Dialogueacts_level4,Input.slot0,Input.slot1,Input.slot2,Input.slot3,Input.slot4,Answer.change,Answer.continuation,Answer.continuation,Answer.elaboration,Answer.joking,Approve,Reject
3Z33IC0JC07JW8BUOTDDKRP3DN69VR,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,33OOO72IVI793YC2LKSR9JYC9FKCT9,A1BS52YLDIGUD9,Approved,Mon May 22 13:59:00 PDT 2017,Mon May 22 14:07:21 PDT 2017,Tue Jun 06 14:07:21 PDT 2017,Wed May 24 14:10:19 PDT 2017,,,501,100% (17/17),100% (17/17),100% (1/1),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,AE3CVK2OYA242,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.elaboration,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,I've been going to the beach since I was very young.,Was that back when you crawled out of the primordial ooze?,The beach is really a lot of fun with so many things to do or see.,,Don't you love it when you find some cool shell when you're walking on the beach?,"Yes, but I have to say my favorite beach day is when it is kind of foggy out and you can hear fog horns in the distance . The surf is crashing and there is barely anyone around. It is so peaceful and almost zen-like.",I bet you see a lot of hot guys on that kind of day!,,
3J9L0X0VDF7WBXBZE3I96T8HKW89W1,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3NAPMVF0ZX197INTBO0KSAX88RE27C,A2L7S6RZOZ6NM9,Approved,Mon May 22 13:51:15 PDT 2017,Mon May 22 13:52:00 PDT 2017,Tue Jun 06 13:52:00 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,45,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I like the sound of flowing water, but I prefer a fountain or a babbling brook.","Have you ever tried one of those relaxation sound machines? It's probably not as nice as the real thing, but now I'm wondering if playing the sound of waves would help me fall asleep at night.",I sure like to sleep as much as I can.,,"Yea, I've been. They can work if you just relax and enjoy them.","Yea, I've heard that professional athletes use stuff like that.",Just go to sleep the natural way.,,
33KMQD9OFJZD7ZM5RYCD0HIUWFB77L,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3B4YI393VAIOVFOJT6D1EJ68T0ZSS3,A2L7S6RZOZ6NM9,Approved,Mon May 22 15:57:31 PDT 2017,Mon May 22 15:59:21 PDT 2017,Tue Jun 06 15:59:21 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,110,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.change,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I like the sound of flowing water, but I prefer a fountain or a babbling brook.","Those are nice, but I prefer the surf, I feel like there's more variety, it's always changing, but kind of always the same, too.",I love variety when shopping.,,"Yea, I think it is a fun activity.","Yea, a little variety is always nice.",I love variety in all things.,,
3OND0WXMHW0V937RRFCVX4Z5W5BHEJ,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,34T446B1C108NPFBNI4HP8W7C4U0CS,A2RKPHMUAYF2P9,Approved,Mon May 22 14:18:40 PDT 2017,Mon May 22 14:20:34 PDT 2017,Tue Jun 06 14:20:34 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,114,100% (8/8),100% (8/8),100% (8/8),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.change,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I like the sound of flowing water, but I prefer a fountain or a babbling brook.","I like the sound of the ocean. It sounds so big, which makes me feel like my problems are smaller by comparison.",I prefer listening to a gentle brook to relax.,,"And thinking how much water there is on the horizon makes me feel small, too.",The sound makes me feel relaxed. The whoosh is very soothing.,"No this is the ocean sounding big: ""HI I'M THE OCEAN!""",,
3T2EL38U0M5HSWXB5APHU7CD3YHXQ3,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3FQ5JJ512MATRJJ6G1NDO35SP6VNKK,A2YE2I9DYV9OKW,Approved,Mon May 22 13:02:30 PDT 2017,Mon May 22 13:10:32 PDT 2017,Tue Jun 06 13:10:32 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,482,100% (107/107),100% (107/107),100% (72/72),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.continuation,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.","Speaking of relaxation, I've been thinking about taking a class on meditation.","Ha, you know what? At work I just had to do a training on mediation. Very different.",NA,"It seems like that's the big thing right now, I see so many articles about mindfulness.","I've always been a little skeptical of meditation, it reminds me of hokey New Age stuff.","Here's a koan: learning involves filling your mind, but meditation involves emptying your mind, so how can you learn to meditate?",,
356TQKY9XFIH7DRO134JEHEP7ZH788,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,31LM9EDVOMEYGZDOYGN1NO5FAH3JNP,A2YE2I9DYV9OKW,Approved,Mon May 22 13:42:47 PDT 2017,Mon May 22 13:49:25 PDT 2017,Tue Jun 06 13:49:25 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,398,100% (107/107),100% (107/107),100% (72/72),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.continuation,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.",If I wasn't concerned about getting too much sun I'd like to just lie down there and let it lull me to sleep.,You know I've heard that we've maybe gone too far in terms of protecting ourselves from the sun and as a result our bodies don't get as much vitamin D as they need.,NA,I know what you mean. My skin is so sensitive to the sun that I turn into a lobster before I even realize I'm burning if I'm not careful.,Yeah. And when I'm applying sunscreen it tends to just make me more anxious because it gets me all paranoid about skin cancer.,That's why you need to get someone to bury you in the sand first. And if it's someone nice they'll even do it above the high tide line.,,
3FJ2RVH25ZRAZHDS0JT2IMSSGPD29C,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3P1L2B7AD2BMTA102GZRISIC4GGOLE,A2L7S6RZOZ6NM9,Approved,Mon May 22 13:57:02 PDT 2017,Mon May 22 13:57:57 PDT 2017,Tue Jun 06 13:57:57 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,55,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.continuation,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.","Yeah. It's kind of funny though, because there's so much movement and unpredictability with the waves, you'd think that would be associated with chaos and being all jumpy, not calmness and relaxing.",I just like relaxing by anything that is calm.,,"Yea, well lots of movement something causes relaxation too.","Yea, as long as the movement is relaxing, its okay.","Well, usually the tides can be predicted, cant they?",,
3RDTX9JRTYMHLIAY6VAXED90R5Z79X,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3U8YCDAGXQ2CHQPUS05C9DLOGKXQ0R,A2L7S6RZOZ6NM9,Approved,Mon May 22 16:03:28 PDT 2017,Mon May 22 16:11:43 PDT 2017,Tue Jun 06 16:11:43 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,495,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.continuation,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"The sound of the surf is nice, there's a reason they use it for those machines that play relaxation sounds.",Leave it to humans to go through so much trouble to get away from nature and then build electronic gizmos to replicate it.,"Yea, I do love my IPAD",,"Yea, humans can be a scary creature.","Yea, we do a lot of good, but sure do some bad as well.","Yea, us humans are the worst.",,
31MBOZ6PAOCIY163M9LYZ8S9SA7CLS,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3GNCZX450J9NIRMXKPNGYE7RKBUAPK,AJF954955YWZG,Approved,Mon May 22 16:31:38 PDT 2017,Mon May 22 16:34:42 PDT 2017,Tue Jun 06 16:34:42 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,184,100% (20/20),100% (20/20),100% (20/20),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A13NOSGEQMNGP8,Answer.joking,Answer.joking,Answer.elaboration,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I do like the sounds at the beach, the surf but also the wind and seagulls, too.",The sounds at the beach are great but I love the sights too.  I could stare at the water all day long.  It's mesmerizing.,I could stare at my boyfriend all day long.,,"I agree. There is nothing quite like sitting in a lawn chair with your toes in the sand, staring at the water like that.","I know! I prefer rivers to beaches, though. The water ripples so beautifully.","Just don't fall in, haha.",,
3KWGG5KP6JN24JOOMLMDZL7YSFXCMU,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3A4TN5196L4JYPL7LQB2V0VOYL7HCM,A2UHN1OJ8XR0RO,Approved,Mon May 22 12:38:43 PDT 2017,Mon May 22 12:42:38 PDT 2017,Tue Jun 06 12:42:38 PDT 2017,Wed May 24 14:10:20 PDT 2017,,,235,100% (1/1),100% (1/1),100% (1/1),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A13NOSGEQMNGP8,Answer.joking,Answer.joking,Answer.elaboration,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I do like the sounds at the beach, the surf but also the wind and seagulls, too.","All of the sounds make for the perfect beach day, I also like looking out into the water and watching the sailboats.","I find beaches can be a bit crowded sometimes. I've never relaxed by a lake, have you ever done that?",None.,I also find watching sailboats from a distance quite soothing.,"I only been on one a couple of times, but I really enjoyed being on a sailboat.",I guess the only annoying sound you can hear on the beach sometimes is all the kids screaming!,,
372AGES0I4QH4XCBIPEHZXMIZKJXR4,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3RUIQRXJBCAENPY3POJZQBEI9BNLL6,A2RKPHMUAYF2P9,Approved,Mon May 22 14:30:17 PDT 2017,Mon May 22 14:33:07 PDT 2017,Tue Jun 06 14:33:07 PDT 2017,Wed May 24 14:10:21 PDT 2017,,,170,100% (8/8),100% (8/8),100% (8/8),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A13NOSGEQMNGP8,Answer.joking,Answer.joking,Answer.elaboration,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I do like the sounds at the beach, the surf but also the wind and seagulls, too.",Do you have any beach vacations planned this year?  They are always so relaxing.,"No, but we've got something nice planned for Christmas!",no,Not this year but we'll try relaxing in the mountains.,"Just had a baby, so no vacations for a while!",I've been banned from all beaches after the Shark Fin incident.,,
3U18MJKL1U78M19OYM1DC0WYX57CNU,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,369J354OFEWGICHVRTGHO0RDN0GG6T,A2YE2I9DYV9OKW,Approved,Mon May 22 16:27:30 PDT 2017,Mon May 22 16:34:59 PDT 2017,Tue Jun 06 16:34:59 PDT 2017,Wed May 24 14:10:21 PDT 2017,,,449,100% (107/107),100% (107/107),100% (72/72),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A13NOSGEQMNGP8,Answer.joking,Answer.joking,Answer.elaboration,Answer.joking,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"I do like the sounds at the beach, the surf but also the wind and seagulls, too.","I love the seagulls, but sometimes they will come right down and steal your lunch!","Do you usually bring food with you, or do you buy stuff there?",NA,"Yeah, they act like they own the place! Well, they are called seagulls and it is the sea, maybe they've got some sort of claim.",They're so annoying up close. That's part of why I'm usually hesitant to bring food when I go.,You should turn the tables on them and steal some of the garbage they eat.,,
3MJ9GGZYO3RO40NXSP72EH3CM7V2AR,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,30LB5CDZNDWLVIQLFWOP06XSLOPZ03,A2YE2I9DYV9OKW,Approved,Mon May 22 16:36:01 PDT 2017,Mon May 22 16:43:01 PDT 2017,Tue Jun 06 16:43:01 PDT 2017,Wed May 24 14:10:21 PDT 2017,,,420,100% (107/107),100% (107/107),100% (72/72),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.joking,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"Yeah, ""Those waves are gnarly, dude."" No, wait, that's the sound of the surfers.","I'd like to walk around here more, but there's nowhere that you can get away from the sound of traffic, so I can never fully relax.","I got a pedometer because I thought it would help motivate me to walk more, but mostly it's just keeping track of how few steps I've taken.",NA,Would noise-cancelling headphones work? I haven't tried them myself but I've been meaning to.,"I know what you mean, it's so hard to escape from the hustle and bustle of civilization.",I wonder what the people who invented cars would think if they knew we need them so we can get far enough away from other cars to walk in peace.,,
3MQY1YVHS35TNASPY37Y9SNI4PG2BM,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,345LHZDEDYE0QBV8SW70LCGKMGBU3H,A2L7S6RZOZ6NM9,Approved,Mon May 22 13:50:00 PDT 2017,Mon May 22 13:51:15 PDT 2017,Tue Jun 06 13:51:15 PDT 2017,Wed May 24 14:10:21 PDT 2017,,,75,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.joking,Answer.continuation,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"Yeah, ""Those waves are gnarly, dude."" No, wait, that's the sound of the surfers.","Hehe. Some of them are nice to look at, though.","Well, nobody hates being at the beach.",,"Yea, they are really beautiful and are a joy to watch.","Yea, they crash on the shore and are fun.","Yea, I love hearing the same noise over and over.",,
36JW4WBR065NFH7NMQW1FMK586QHF1,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,3OLQQLKKNTBUMT0B5HKIX1B6WQDEJ8,A2L7S6RZOZ6NM9,Approved,Mon May 22 15:55:29 PDT 2017,Mon May 22 15:56:26 PDT 2017,Tue Jun 06 15:56:26 PDT 2017,Wed May 24 14:10:21 PDT 2017,,,57,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A2YE2I9DYV9OKW,A2YE2I9DYV9OKW,Answer.joking,Answer.joking,Answer.joking,Answer.elaboration,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,"Yeah, ""Those waves are gnarly, dude."" No, wait, that's the sound of the surfers.",Yeah. Sometimes the biggest problem with the beach is all the other people who like the beach.,I just like being outside in the warmth.,,"Yea, too many people are there sometimes.","Yea, I hate a busy beach.","Eh, the more the merrier.",,
3VLL1PIENQ93CFKARFLY2NXOWXXZOU,3FKWIKNZF8II659Y8YV0Q733NAJE7C,Continue the Conversation Step 5,Imagine continuing the conversation in four (4) different ways,"dialog, conversational agents, movies, books,arts,entertainment,fashion,politics,sports",$0.25 ,Mon May 22 12:34:48 PDT 2017,1,BatchId:2811562;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 29 12:34:48 PDT 2017,,,37UEWGM5HUUC0GPC1YYCS8E3HX71R6,A2L7S6RZOZ6NM9,Approved,Mon May 22 14:28:14 PDT 2017,Mon May 22 14:28:49 PDT 2017,Tue Jun 06 14:28:49 PDT 2017,Wed May 24 14:10:21 PDT 2017,,,35,100% (83/83),100% (83/83),100% (83/83),3FSCUW4D3155ZMY8XWDGAF3EBF2SSB,30MUBYSPBOO7B3L0SN4EJTC4ULRSKW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,3NN44GVSBIJT5CKVWCJ0E21WYEFFGW,A1SZ98O1SZSBCP,A3EQR9C0L23O6E,A1TUGCGN86IVY9,A13NOSGEQMNGP8,Answer.joking,Answer.joking,Answer.change,Answer.change,I love walking along the beach.,"I love the beach. I especially love how the sand sticks to your feet, and when you leave you get a car full of sand to remind you of how much you love the beach.",The sound of the surf is my favorite part.,Speaking of sound have you tried holding a shell to your ear?,"I also like to check out pools in the summer, sometimes it's nice not to have to deal with the sand.",I like to go in any water I can find.,,Sometimes its nice to be able to dry off and go right home.,"Yea, I agree. Sometimes the sand is too much to deal with.",Are you just too lazy to shower?,,
